tm_index,action,selected_K,PR,DB,decision_ms
1047,K200,200,0.999958441793174,0.0015125287192414446,63.2
1048,K200,200,0.9999662024973177,0.002175523601317442,63.4
1049,K200,200,0.9999633462291754,0.009773824468847373,64.4
1050,K200,200,0.9999683752325373,0.001418526913502281,62.3
1051,K200,200,0.9999015674681814,0.0028015166411671857,61.7
1052,K200,200,0.9998546634703732,0.008004954892031606,62.8
1053,K200,200,0.9999803057928313,0.0016302040874458656,61.6
1054,K200,200,0.9999064682385159,0.003013128985227494,61.9
1055,K200,200,0.9999598821386888,0.0021845383472312288,63.3
1056,K200,200,0.9999878973806936,0.0026504741381969347,63.4
1057,K200,200,0.9999249296082954,0.002788114287162282,62.0
1058,K200,200,0.999907844012103,0.0016403175863139777,116.7
1059,K200,200,0.9999375118096149,0.0025210663957799754,61.3
1060,K200,200,0.9999514726943031,0.0036427475683137554,61.7
1061,K200,200,0.9999681099058102,0.0027625500976181036,66.3
1062,K200,200,0.9999277925757297,0.0021905107285478567,62.1
1063,K200,200,0.9999401477890156,0.0035828223282419044,61.3
1064,K200,200,0.9998391754858168,0.003864793116816121,61.0
1065,K200,200,0.9999395553209759,0.00402765430251187,61.7
1066,K200,200,0.9999426503268295,0.0014207932510904716,61.2
1067,K200,200,0.999917067001994,0.004358664480962744,59.8
1068,K200,200,0.9999219373301773,0.0021312545916546475,116.5
1069,K200,200,0.999944521022483,0.0007355217501217177,60.6
1070,K200,200,0.9999696313000511,0.0016212060088826872,60.8
1071,K200,200,0.9999189409707694,0.0012086924223575352,61.1
1072,K200,200,0.9999218592595307,0.001785476411623136,60.8
1073,K200,200,0.9998626450604986,0.0015175536474025008,60.7
1074,K200,200,0.9999421892497101,0.0019623457927711633,60.8
1075,K200,200,0.9998439923939862,0.0023887575874797376,59.4
1076,K200,200,0.9999216523589295,0.0023444650083620914,60.3
1077,K200,200,0.9998348196477154,0.0025754201195317397,61.2
1078,K200,200,0.9998829453968603,0.0024224672379379837,61.4
1079,K200,200,0.999913617451426,0.0010868690085271448,58.8
1080,K200,200,0.9999395949696174,0.0031651757457659517,118.7
1081,K200,200,0.9999084429589465,0.0024266669774296325,60.9
1082,K200,200,0.9999204874267347,0.0025718674445189774,59.1
1083,K200,200,0.999950491081779,0.00380488447916314,59.3
1084,K200,200,0.9999255180034223,0.0029081104143714857,60.8
1085,K200,200,0.9999607962507755,0.001624246740991799,59.6
1086,K200,200,0.9999053347957922,0.0014046485433531247,59.6
1087,K200,200,0.9999044005414152,0.0013701022315760027,60.9
1088,K200,200,0.9998924623450486,0.0028208113284616666,59.5
1089,K200,200,0.9998495509202047,0.001914707340511455,59.2
1090,K50,300,0.9999965310804897,0.000495971860466575,135.5
1091,K200,200,0.9997998848597905,0.0008558095137253823,61.3
1092,K200,200,0.9998819284914249,0.001756103327334358,60.3
1093,K200,200,0.9998552601512576,0.0014725739748967278,60.2
1094,K200,200,0.9998998265814474,0.0013821497665045626,62.3
1095,K200,200,0.9998424066363671,0.0010178827861870882,60.0
1096,K200,200,0.999890344424441,0.0031006553309741356,59.6
1097,K200,200,0.9998967505365085,0.0012870291063306273,60.5
1098,K200,200,0.9998854554997851,0.0012257714948514774,59.4
1099,K200,200,0.9999560374959832,0.0016211468379096956,114.8
1100,K200,200,0.9999090658776532,0.0021088777406023753,61.6
1101,K200,200,0.9999288256341322,0.0035391232864929933,58.8
1102,K200,200,0.9997952845018167,0.004878395722596331,59.3
1103,K200,200,0.9998719758945275,0.0031223112562483953,58.7
1104,K200,200,0.9998865934429246,0.0035469872729686986,61.7
1105,K200,200,0.9998951294732397,0.0007499858205524694,61.5
1106,K200,200,0.9998574238568682,0.0017867092707552128,62.3
1107,K200,200,0.9998823424386566,0.0019410494043475464,61.6
1108,K200,200,0.9998801748541971,0.0008636875133632637,118.6
1109,K50,300,0.9999804792385505,0.0010205266705460448,79.3
1110,K200,200,0.9999536510348529,0.003467727887974912,58.9
1111,K200,200,0.9999665940282251,0.003988727223326768,60.2
1112,K200,200,0.9999751503582164,0.0013834452477103649,59.2
1113,K200,200,0.999843920671564,0.0006740171431418734,59.1
1114,K200,200,0.9999208770371939,0.0016447354362064339,59.3
1115,K200,200,0.9999752031419694,0.0024068022987996478,59.9
1116,K200,200,0.9999523439781419,0.0034910130778893537,61.5
1117,K200,200,0.9999441723516993,0.0016556429663358184,59.8
1118,K200,200,0.9999067974914596,0.0007351826798260529,61.7
1119,K200,200,0.9999122118708371,0.003308632654009623,61.5
1120,K200,200,0.9998834651968583,0.004645470471287081,118.6
1121,K200,200,0.9999199253731644,0.0024260835076298517,61.5
1122,K200,200,0.9999319082556922,0.0007394592536355222,62.3
1123,K200,200,0.9999041303024917,0.008657907646477355,65.2
1124,K200,200,0.9998531665061631,0.00188063766565944,62.2
1125,K200,200,0.9998621857041082,0.002283228731193881,62.8
1126,K200,200,0.9998239572169675,0.0010923472781435041,61.1
1127,K200,200,0.9997743924302065,0.0013270761250056432,62.2
1128,K200,200,0.9997926042591971,0.003492524542965679,116.4
1129,K200,200,0.9998710415938085,0.001426023196700081,62.7
1130,K200,200,0.999781832049107,0.0009162636367136705,64.9
1131,K200,200,0.999853688627559,0.001828065701209454,65.4
1132,K200,200,0.9998446617070097,0.0033705563234608937,63.3
1133,K200,200,0.9998839998141476,0.001555388592014581,61.8
1134,K200,200,0.9999134038952052,0.0004634876360598227,62.3
1135,K200,200,0.9998918209885334,0.0023741849847043733,64.3
